Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Who_Won,Winning_Line
BASKETBALL,COLLEGE MENS,BOWLING GREEN,AKRON,n/a,205,-250,AKRON,-250
BASKETBALL,COLLEGE MENS,WISCONSIN,IOWA,n/a,-285,230,WISCONSIN,-285
BASKETBALL,COLLEGE MENS,TEMPLE,WICHITA STATE,n/a,-120,100,TEMPLE,-120
BASKETBALL,COLLEGE MENS,SAINT FRANCIS PA,CENTRAL CONNECTICUT STATE,n/a,200,-245,CENTRAL CONNECTICUT STATE,-245
BASKETBALL,COLLEGE MENS,SAINT PETERS,QUINNIPIAC,n/a,-148,124,QUINNIPIAC,124
BASKETBALL,COLLEGE MENS,MERCYHURST,STONEHILL,n/a,110,-130,MERCYHURST,110
BASKETBALL,COLLEGE MENS,OHIO STATE,MICHIGAN STATE,n/a,-142,120,MICHIGAN STATE,120
BASKETBALL,COLLEGE MENS,GEORGETOWN,XAVIER,n/a,-130,110,GEORGETOWN,-130
BASKETBALL,COLLEGE MENS,MARQUETTE,CREIGHTON,n/a,-535,400,MARQUETTE,-535
BASKETBALL,COLLEGE MENS,SAINT LOUIS,SAINT JOSEPHS,n/a,-135,114,SAINT LOUIS,-135
BASKETBALL,COLLEGE MENS,NEW MEXICO,NEVADA,n/a,-258,210,NEW MEXICO,-258
BASKETBALL,NBA,MIN TIMBERWOLVES,BOS CELTICS,n/a,150,-180,BOS CELTICS,-180
BASKETBALL,NBA,MIA HEAT,IND PACERS,n/a,-125,105,IND PACERS,105
BASKETBALL,NBA,OKC THUNDER,LA CLIPPERS,n/a,-550,410,OKC THUNDER,-550
BASKETBALL,NBA,MIL BUCKS,BKN NETS,n/a,-800,550,BKN NETS,550
BASKETBALL,NBA,GS WARRIORS,PHI 76ERS,n/a,-162,136,GS WARRIORS,-162
BASKETBALL,NBA,LA LAKERS,POR TRAIL BLAZERS,n/a,-410,320,LA LAKERS,-410
BASKETBALL,NBA,WAS WIZARDS,CHI BULLS,n/a,190,-230,WAS WIZARDS,190
BASKETBALL,NBA,DET PISTONS,ORL MAGIC,n/a,-130,110,DET PISTONS,-130
BASKETBALL,NBA,NY KNICKS,UTA JAZZ,n/a,-800,550,NY KNICKS,-800
BASKETBALL,NBA,MIA HEAT,NO PELICANS,n/a,-360,285,MIA HEAT,-360
BASKETBALL,NBA,TOR RAPTORS,BKN NETS,n/a,-125,105,TOR RAPTORS,-125
BASKETBALL,NBA,HOU ROCKETS,DAL MAVERICKS,n/a,-218,180,HOU ROCKETS,-218
BASKETBALL,NBA,DEN NUGGETS,ATL HAWKS,n/a,-285,230,DEN NUGGETS,-285
BASKETBALL,NBA,SAC KINGS,PHI 76ERS,n/a,-258,210,SAC KINGS,-258
BASKETBALL,NBA,IND PACERS,MIL BUCKS,n/a,-115,-115,MIL BUCKS,-115
BASKETBALL,NBA,BOS CELTICS,TOR RAPTORS,n/a,-1150,650,BOS CELTICS,-1150
BASKETBALL,NBA,SA SPURS,LA CLIPPERS,n/a,-170,142,SA SPURS,-270
BASKETBALL,NBA,OKC THUNDER,MIN TIMBERWOLVES,n/a,-270,220,OKC THUNDER,-270
BASKETBALL,NBA,LA LAKERS,CLE CAVALIERS,n/a,170,-205,CLE CAVALIERS,-205
BASKETBALL,NBA,PHO SUNS,MEM GRIZZLIES,n/a,-198,164,MEM GRIZZLIES,164
FOOTBALL,NFL,SF 49ERS,DET LIONS,n/a,164,-198,DET LIONS,-198
BASKETBALL,NBA,WAS WIZARDS,NY KNICKS,n/a,470,-650,NY KNICKS,-650
BASKETBALL,NBA,CHA HORNETS,CHI BULLS,n/a,170,-205,CHI BULLS,-205
BASKETBALL,NBA,NO PELICANS,LA CLIPPERS,n/a,160,-192,LA CLIPPERS,-192
BASKETBALL,NBA,UTA JAZZ,DEN NUGGETS,n/a,235,-290,DEN NUGGETS,-290
BASKETBALL,NBA,GS WARRIORS,CLE CAVALIERS,n/a,154,-185,CLE CAVALIERS,-185
BASKETBALL,NBA,POR TRAIL BLAZERS,PHI 76ERS,n/a,220,-270,PHI 76ERS,-270
BASKETBALL,NBA,SAC KINGS,DAL MAVERICKS,n/a,-180,150,SAC KINGS,-180
FOOTBALL,NFL,BUF BILLS,NY JETS,n/a,-535,400,BUF BILLS,-535
FOOTBALL,NFL,NY GIANTS,IND COLTS,n/a,295,-375,NY GIANTS,295
FOOTBALL,NFL,TB BUCCANEERS,CAR PANTHERS,n/a,-440,340,TB BUCCANEERS,-440
FOOTBALL,NFL,PHI EAGLES,DAL COWBOYS,n/a,-325,260,PHI EAGLES,-325
FOOTBALL,NFL,NO SAINTS,LV RAIDERS,n/a,-102,-118,LV RAIDERS,-118
FOOTBALL,NFL,JAX JAGUARS,TEN TITANS,n/a,-112,-108,JAX JAGUARS,-112
FOOTBALL,NFL,CLE BROWNS,MIA DOLPHINS,n/a,140,-166,MIA DOLPHINS,-166
FOOTBALL,NFL,MIN VIKINGS,GB PACKERS,n/a,-118,-102,MIN VIKINGS,-118
FOOTBALL,NFL,WAS COMMANDERS,ATL FALCONS,n/a,-180,150,WAS COMMANDERS,-180
BASKETBALL,NBA,BOS CELTICS,IND PACERS,n/a,-535,400,IND PACERS,400
BASKETBALL,NBA,TOR RAPTORS,ATL HAWKS,n/a,-112,-108,ATL HAWKS,-108
BASKETBALL,NBA,OKC THUNDER,MEM GRIZZLIES,n/a,-290,235,OKC THUNDER,-290
BASKETBALL,NBA,HOU ROCKETS,MIA HEAT,n/a,-360,285,MIA HEAT,285
BASKETBALL,NBA,MIN TIMBERWOLVES,SA SPURS,n/a,-225,185,MIN TIMBERWOLVES,-225
FOOTBALL,NFL,NE PATRIOTS,LA CHARGERS,n/a,240,-298,LA CHARGERS,-298
FOOTBALL,NFL,CIN BENGALS,DEN BRONCOS,n/a,-180,150,CIN BENGALS,-180
FOOTBALL,NFL,LA RAMS,ARI CARDINALS,n/a,-310,250,LA RAMS,-310
BASKETBALL,NBA,ATL HAWKS,MIA HEAT,n/a,-130,110,ATL HAWKS,-130
BASKETBALL,NBA,CHA HORNETS,OKC THUNDER,n/a,500,-700,OKC THUNDER,-700
BASKETBALL,NBA,WAS WIZARDS,NY KNICKS,n/a,490,-675,NY KNICKS,-675
BASKETBALL,NBA,CHI BULLS,MIL BUCKS,n/a,150,-180,CHI BULLS,150
BASKETBALL,NBA,GS WARRIORS,PHO SUNS,n/a,-250,205,GS WARRIORS,-250
BASKETBALL,NBA,DEN NUGGETS,DET PISTONS,n/a,-218,180,DEN NUGGETS,-218
BASKETBALL,NBA,UTA JAZZ,PHI 76ERS,n/a,185,-225,PHI 76ERS,-225
BASKETBALL,NBA,POR TRAIL BLAZERS,DAL MAVERICKS,n/a,154,-185,POR TRAIL BLAZERS,154
BASKETBALL,NBA,LA LAKERS,SAC KINGS,n/a,-112,-108,LA LAKERS,-112
FOOTBALL,CFB,VANDERBILT,GEORGIA TECH,n/a,114,-135,VANDERBILT,114
FOOTBALL,CFB,ARKANSAS,TEXAS TECH,n/a,124,-148,ARKANSAS,124
FOOTBALL,CFB,USC,TEXAS A&M,n/a,140,-166,USC,140
BASKETBALL,NBA,ORL MAGIC,NY KNICKS,n/a,225,-278,NY KNICKS,-278
BASKETBALL,NBA,BOS CELTICS,IND PACERS,n/a,-700,500,BOS CELTICS,-700
BASKETBALL,NBA,BKN NETS,SA SPURS,n/a,245,-305,SA SPURS,-305
BASKETBALL,NBA,HOU ROCKETS,MIN TIMBERWOLVES,n/a,-120,100,MIN TIMBERWOLVES,100
BASKETBALL,NBA,NO PELICANS,MEM GRIZZLIES,n/a,285,-360,MEM GRIZZLIES,-360
BASKETBALL,NBA,DEN NUGGETS,CLE CAVALIERS,n/a,130,-155,CLE CAVALIERS,-155
BASKETBALL,NBA,PHO SUNS,DAL MAVERICKS,n/a,-118,-102,DAL MAVERICKS,-102
BASKETBALL,NBA,LA CLIPPERS,GS WARRIORS,n/a,-192,160,LA CLIPPERS,-192
FOOTBALL,CFB,BOWLING GREEN,ARKANSAS STATE,n/a,-360,285,ARKANSAS STATE,285
BASKETBALL,NBA,IND PACERS,OKC THUNDER,n/a,185,-225,OKC THUNDER,-225
BASKETBALL,NBA,ORL MAGIC,MIA HEAT,n/a,-118,-102,MIA HEAT,-102
BASKETBALL,NBA,WAS WIZARDS,CHA HORNETS,n/a,170,-205,WAS WIZARDS,170
BASKETBALL,NBA,ATL HAWKS,CHI BULLS,n/a,-238,195,ATL HAWKS,-238
BASKETBALL,NBA,MIL BUCKS,BKN NETS,n/a,-425,330,BKN NETS,330
BASKETBALL,NBA,NO PELICANS,HOU ROCKETS,n/a,240,-298,HOU ROCKETS,-298
BASKETBALL,NBA,MEM GRIZZLIES,TOR RAPTORS,n/a,-625,455,MEM GRIZZLIES,-625
BASKETBALL,NBA,SAC KINGS,DET PISTONS,n/a,-218,180,DET PISTONS,180
BASKETBALL,NBA,POR TRAIL BLAZERS,UTA JAZZ,n/a,-155,130,POR TRAIL BLAZERS,-155
FOOTBALL,NFL,CHI BEARS,SEA SEAHAWKS,n/a,195,-238,SEA SEAHAWKS,-238
BASKETBALL,COLLEGE MENS,MURRAY STATE,LOYOLA CHICAGO,n/a,114,-135,MURRAY STATE,114
BASKETBALL,COLLEGE MENS,CHARLOTTE,CHARLESTON,n/a,225,-278,CHARLESTON,-278
BASKETBALL,COLLEGE MENS,HAWAII,OAKLAND,n/a,-175,145,HAWAII,-175
BASKETBALL,COLLEGE MENS,NEBRASKA,OREGON STATE,n/a,-180,150,NEBRASKA,-180
FOOTBALL,NFL,PIT STEELERS,KC CHIEFS,n/a,130,-155,KC CHIEFS,-155
FOOTBALL,NFL,HOU TEXANS,BAL RAVENS,n/a,205,-250,BAL RAVENS,-250
BASKETBALL,NBA,NY KNICKS,SA SPURS,n/a,-395,310,NY KNICKS,-395
BASKETBALL,NBA,DAL MAVERICKS,MIN TIMBERWOLVES,n/a,-225,185,MIN TIMBERWOLVES,185
BASKETBALL,NBA,BOS CELTICS,PHI 76ERS,n/a,-355,280,PHI 76ERS,280
BASKETBALL,NBA,GS WARRIORS,LA LAKERS,n/a,-180,150,LA LAKERS,150
BASKETBALL,NBA,PHO SUNS,DEN NUGGETS,n/a,124,-148,PHO SUNS,124
FOOTBALL,CFB,SAN JOSE STATE,SOUTH FLORIDA,n/a,-135,114,SOUTH FLORIDA,114
FOOTBALL,CFB,UTSA,COASTAL CAROLINA,n/a,-500,380,UTSA,-500
FOOTBALL,CFB,FRESNO STATE,NORTHERN ILLINOIS,n/a,140,-166,NORTHERN ILLINOIS,-166
FOOTBALL,NFL,GB PACKERS,NO SAINTS,n/a,-950,625,GB PACKERS,-950
BASKETBALL,COLLEGE MENS,LOYOLA CHICAGO,CHARLESTON,n/a,-135,114,CHARLESTON,114
BASKETBALL,COLLEGE MENS,TENNESSEE,MIDDLE TENNESSEE,n/a,-6500,2000,TENNESSEE,-6500
BASKETBALL,COLLEGE MENS,NORTH DAKOTA STATE,CSU BAKERSFIELD,n/a,-650,470,NORTH DAKOTA STATE,-650
BASKETBALL,COLLEGE MENS,OAKLAND,OREGON STATE,n/a,390,-520,OREGON STATE,-520
BASKETBALL,COLLEGE MENS,WASHINGTON,SEATTLE,n/a,-850,575,SEATTLE,575
BASKETBALL,COLLEGE MENS,HAWAII,NEBRASKA,n/a,350,-455,NEBRASKA,-455
BASKETBALL,COLLEGE MENS,CHARLOTTE,MURRAY STATE,n/a,240,-298,CHARLOTTE,240
BASKETBALL,NBA,ORL MAGIC,BOS CELTICS,n/a,370,-485,ORL MAGIC,370
BASKETBALL,NBA,CLE CAVALIERS,UTA JAZZ,n/a,-1050,675,CLE CAVALIERS,-1050
BASKETBALL,NBA,PHI 76ERS,SA SPURS,n/a,-218,180,PHI 76ERS,-218
BASKETBALL,NBA,CHA HORNETS,HOU ROCKETS,n/a,190,-230,HOU ROCKETS,-230
BASKETBALL,NBA,MIA HEAT,BKN NETS,n/a,-440,340,MIA HEAT,-440
BASKETBALL,NBA,ATL HAWKS,MIN TIMBERWOLVES,n/a,142,-170,ATL HAWKS,142
BASKETBALL,NBA,NY KNICKS,TOR RAPTORS,n/a,-1050,675,NY KNICKS,-1050
BASKETBALL,NBA,MEM GRIZZLIES,LA CLIPPERS,n/a,-245,200,LA CLIPPERS,200
BASKETBALL,NBA,CHI BULLS,MIL BUCKS,n/a,102,-122,MIL BUCKS,-122
BASKETBALL,NBA,OKC THUNDER,WAS WIZARDS,n/a,-2100,1100,OKC THUNDER,-2100
BASKETBALL,NBA,DAL MAVERICKS,POR TRAIL BLAZERS,n/a,-520,390,DAL MAVERICKS,-520
BASKETBALL,NBA,GS WARRIORS,IND PACERS,n/a,-225,185,IND PACERS,185
BASKETBALL,NBA,DEN NUGGETS,PHO SUNS,n/a,-198,164,DEN NUGGETS,-198
BASKETBALL,NBA,LA LAKERS,DET PISTONS,n/a,-225,185,DET PISTONS,185
FOOTBALL,NFL,CHI BEARS,DET LIONS,n/a,260,-325,DET LIONS,-325
FOOTBALL,NFL,CIN BENGALS,CLE BROWNS,n/a,-500,380,CIN BENGALS,-500
FOOTBALL,NFL,WAS COMMANDERS,PHI EAGLES,n/a,170,-205,WAS COMMANDERS,170
FOOTBALL,NFL,NY JETS,LA RAMS,n/a,140,-166,LA RAMS,-166
FOOTBALL,NFL,ATL FALCONS,NY GIANTS,n/a,-440,340,ATL FALCONS,-440
FOOTBALL,NFL,CAR PANTHERS,ARI CARDINALS,n/a,195,-238,CAR PANTHERS,195
FOOTBALL,NFL,IND COLTS,TEN TITANS,n/a,-198,164,IND COLTS,-198
FOOTBALL,NFL,SEA SEAHAWKS,MIN VIKINGS,n/a,136,-162,MIN VIKINGS,-162
FOOTBALL,NFL,BUF BILLS,NE PATRIOTS,n/a,-1000,650,BUF BILLS,-1000
FOOTBALL,NFL,MIA DOLPHINS,SF 49ERS,n/a,102,-122,MIA DOLPHINS,102
FOOTBALL,NFL,LV RAIDERS,JAX JAGUARS,n/a,-130,110,LV RAIDERS,-130
FOOTBALL,NFL,DAL COWBOYS,TB BUCCANEERS,n/a,185,-225,DAL COWBOYS,185
BASKETBALL,NBA,TOR RAPTORS,HOU ROCKETS,n/a,280,-355,HOU ROCKETS,-355
BASKETBALL,NBA,SAC KINGS,IND PACERS,n/a,-135,114,IND PACERS,114
BASKETBALL,NBA,NO PELICANS,DEN NUGGETS,n/a,320,-410,DEN NUGGETS,-410
BASKETBALL,COLLEGE MENS,ALABAMA,KENT STATE,n/a,-3600,1500,ALABAMA,-3600
BASKETBALL,COLLEGE MENS,MICHIGAN,PURDUE FORT WAYNE,n/a,-5000,1800,MICHIGAN,-5000
BASKETBALL,COLLEGE MENS,MISSOURI,ILLINOIS,n/a,136,-162,ILLINOIS,-162
BASKETBALL,COLLEGE MENS,MIAMI OH,SACRED HEART,n/a,-355,280,MIAMI OH,-355
BASKETBALL,COLLEGE MENS,STONEHILL,NEW HAMPSHIRE,n/a,-355,280,STONEHILL,-355
BASKETBALL,COLLEGE MENS,TOWSON,BRYANT,n/a,-125,105,TOWSON,-125
BASKETBALL,COLLEGE MENS,IOWA STATE,MORGAN STATE,n/a,"","",IOWA STATE,""
BASKETBALL,COLLEGE MENS,OKLAHOMA,CENTRAL ARKANSAS,n/a,"","",OKLAHOMA,""
BASKETBALL,COLLEGE MENS,TCU,MONTANA STATE,n/a,-700,500,TCU,-700
BASKETBALL,COLLEGE MENS,VCU,WILLIAM & MARY,n/a,-2800,1300,VCU,-2800
BASKETBALL,COLLEGE MENS,GEORGE MASON,PENNSYLVANIA,n/a,-3200,1400,GEORGE MASON,-3200
BASKETBALL,COLLEGE MENS,SOUTH CAROLINA,RADFORD,n/a,-1000,650,SOUTH CAROLINA,-1000
BASKETBALL,COLLEGE MENS,WISCONSIN,DETROIT MERCY,n/a,"","",WISCONSIN,""
BASKETBALL,COLLEGE MENS,MISSOURI STATE,UC SANTA BARBARA,n/a,-142,120,MISSOURI STATE,-142
BASKETBALL,COLLEGE MENS,VIRGINIA,AMERICAN,n/a,"","",VIRGINIA,""
BASKETBALL,COLLEGE MENS,WEST VIRGINIA,MERCYHURST,n/a,"","",WEST VIRGINIA,""
BASKETBALL,COLLEGE MENS,KANSAS,BROWN,n/a,-10000,3000,KANSAS,-10000
BASKETBALL,COLLEGE MENS,OKLAHOMA STATE,ORAL ROBERTS,n/a,-4000,1600,OKLAHOMA STATE,-4000
BASKETBALL,COLLEGE MENS,CHARLESTON,OREGON STATE,n/a,210,-258,OREGON STATE,-258
BASKETBALL,COLLEGE MENS,UAB,ALCORN,n/a,-2400,1200,UAB,-2400
BASKETBALL,COLLEGE MENS,RICE,PRAIRIE VIEW,n/a,-1650,950,RICE,-1650
BASKETBALL,COLLEGE MENS,NORTH TEXAS,HOUSTON CHRISTIAN,n/a,-9000,2500,NORTH TEXAS,-9000
BASKETBALL,COLLEGE MENS,LOUISIANA,MCNEESE,n/a,455,-625,MCNEESE,-625
BASKETBALL,COLLEGE MENS,LSU,NEW ORLEANS,n/a,"","",LSU,""
BASKETBALL,COLLEGE MENS,GEORGIA,CHARLESTON SOUTHERN,n/a,"","",GEORGIA,""
BASKETBALL,COLLEGE MENS,GRAND CANYON,SAINT LOUIS,n/a,-470,360,GRAND CANYON,-470
BASKETBALL,COLLEGE MENS,NC STATE,RIDER,n/a,-4500,1700,NC STATE,-4500
BASKETBALL,COLLEGE MENS,USC,SOUTHERN UNIVERSITY,n/a,-4000,1600,USC,-4000
BASKETBALL,COLLEGE MENS,CINCINNATI,GRAMBLING,n/a,"","",CINCINNATI,""
BASKETBALL,COLLEGE MENS,OAKLAND,LOYOLA CHICAGO,n/a,230,-285,OAKLAND,230
BASKETBALL,COLLEGE MENS,CAL STATE FULLERTON,WYOMING,n/a,180,-218,WYOMING,-218
BASKETBALL,COLLEGE MENS,SETON HALL,GEORGETOWN,n/a,114,-135,GEORGETOWN,-135
BASKETBALL,COLLEGE MENS,LOYOLA MARYMOUNT,NORTH ALABAMA,n/a,-205,170,LOYOLA MARYMOUNT,-205
BASKETBALL,COLLEGE MENS,SAINT MARYS,UTAH STATE,n/a,-218,180,UTAH STATE,180
BASKETBALL,COLLEGE MENS,MURRAY STATE,NEBRASKA,n/a,340,-440,NEBRASKA,-440
BASKETBALL,COLLEGE MENS,HAWAII,CHARLOTTE,n/a,-245,200,HAWAII,-245
FOOTBALL,NFL,KC CHIEFS,HOU TEXANS,n/a,-180,150,KC CHIEFS,-180
FOOTBALL,NFL,BAL RAVENS,PIT STEELERS,n/a,-305,245,BAL RAVENS,-305
BASKETBALL,NBA,SAC KINGS,LA LAKERS,n/a,-225,185,LA LAKERS,185
BASKETBALL,NBA,ORL MAGIC,MIA HEAT,n/a,-162,136,ORL MAGIC,-162
BASKETBALL,NBA,ATL HAWKS,MEM GRIZZLIES,n/a,105,-125,MEM GRIZZLIES,-125
BASKETBALL,NBA,BKN NETS,UTA JAZZ,n/a,-142,120,UTA JAZZ,120
BASKETBALL,NBA,NO PELICANS,NY KNICKS,n/a,260,-325,NY KNICKS,-325
BASKETBALL,NBA,CHI BULLS,BOS CELTICS,n/a,455,-625,BOS CELTICS,-625
BASKETBALL,NBA,MIL BUCKS,WAS WIZARDS,n/a,-700,500,MIL BUCKS,-700
BASKETBALL,NBA,MIN TIMBERWOLVES,GS WARRIORS,n/a,-162,136,GS WARRIORS,136
BASKETBALL,NBA,CLE CAVALIERS,PHI 76ERS,n/a,-550,410,CLE CAVALIERS,-550
BASKETBALL,NBA,DAL MAVERICKS,LA CLIPPERS,n/a,-162,136,DAL MAVERICKS,-162
BASKETBALL,NBA,SA SPURS,POR TRAIL BLAZERS,n/a,-265,215,SA SPURS,-265
BASKETBALL,NBA,PHO SUNS,DET PISTONS,n/a,-230,190,DET PISTONS,190
FOOTBALL,CFB,PENN STATE,SMU,n/a,-305,245,PENN STATE,-305
FOOTBALL,CFB,TEXAS,CLEMSON,n/a,-550,410,TEXAS,-550
FOOTBALL,CFB,OHIO STATE,TENNESSEE,n/a,-278,225,OHIO STATE,-278
BASKETBALL,COLLEGE MENS,BUTLER,UCONN,n/a,380,-500,UCONN,-500
BASKETBALL,COLLEGE MENS,XAVIER,MARQUETTE,n/a,185,-225,MARQUETTE,-225
BASKETBALL,COLLEGE MENS,GEORGIA TECH,DUKE,n/a,950,-1650,DUKE,-1650
BASKETBALL,COLLEGE MENS,RUTGERS,PRINCETON,n/a,-245,200,PRINCETON,200
BASKETBALL,COLLEGE MENS,BOSTON COLLEGE,SMU,n/a,320,-410,SMU,-410
BASKETBALL,COLLEGE MENS,INDIANA,CHATTANOOGA,n/a,-1800,1000,INDIANA,-1800
BASKETBALL,COLLEGE MENS,DREXEL,PENN STATE,n/a,850,-1450,PENN STATE,-1450
BASKETBALL,COLLEGE MENS,VIRGINIA TECH,SAINT JOSEPHS,n/a,154,-185,SAINT JOSEPHS,-185
BASKETBALL,COLLEGE MENS,DARTMOUTH,VERMONT,n/a,200,-245,DARTMOUTH,200
BASKETBALL,COLLEGE MENS,NORTHERN KENTUCKY,SOUTH CAROLINA STATE,n/a,-325,260,NORTHERN KENTUCKY,-325
BASKETBALL,COLLEGE MENS,FLORIDA,NORTH FLORIDA,n/a,"","",FLORIDA,""
BASKETBALL,COLLEGE MENS,MEMPHIS,MISSISSIPPI STATE,n/a,-110,-110,MISSISSIPPI STATE,-110
BASKETBALL,COLLEGE MENS,PITTSBURGH,SAM HOUSTON,n/a,-3600,1500,PITTSBURGH,-3600
BASKETBALL,COLLEGE MENS,USC UPSTATE,YOUNGSTOWN STATE,n/a,295,-375,YOUNGSTOWN STATE,-375
BASKETBALL,COLLEGE MENS,MONMOUTH,FAIRFIELD,n/a,-175,145,MONMOUTH,-175
BASKETBALL,COLLEGE MENS,COPPIN STATE,NAVY,n/a,310,-395,COPPIN STATE,310
BASKETBALL,COLLEGE MENS,ROBERT MORRIS,SAINT FRANCIS PA,n/a,-325,260,ROBERT MORRIS,-325
BASKETBALL,COLLEGE MENS,LOYOLA MARYLAND,HAMPTON,n/a,-142,120,HAMPTON,120
BASKETBALL,COLLEGE MENS,CENTAL CONNECTICUT STATE,QUINNIPIAC,n/a,-130,110,CENTRAL CONNECTICUT STATE,-130
BASKETBALL,COLLEGE MENS,TEXAS TECH,LAMAR,n/a,"","",TEXAS TECH,""
BASKETBALL,COLLEGE MENS,CLEMSON,WAKE FOREST,n/a,-455,350,CLEMSON,-455
BASKETBALL,COLLEGE MENS,MICHIGAN STATE,FLORIDA ATLANTIC,n/a,-1600,900,MICHIGAN STATE,-1600
BASKETBALL,COLLEGE MENS,LIBERTY,UT ARLINGTON,n/a,-470,360,LIBERTY,-470
BASKETBALL,COLLEGE MENS,TROY,GEORGIA STATE,n/a,-900,600,TROY,-900
BASKETBALL,COLLEGE MENS,FLORIDA STATE,LOUISVILLE,n/a,-105,-115,LOUISVILLE,-115
BASKETBALL,COLLEGE MENS,MIAMI FL,MOUNT SAINT MARYS,n/a,-2100,1100,MOUNT SAINT MARYS,1100
BASKETBALL,COLLEGE MENS,WINTHROP,MERCER,n/a,-380,300,WINTHROP,-380
BASKETBALL,COLLEGE MENS,MINNESOTA,FAIRLEIGH DICKINSON,n/a,-2400,1200,MINNESOTA,-2400
BASKETBALL,COLLEGE MENS,BOWLING GREEN,SAINT THOMAS MN,n/a,150,-180,SAINT THOMAS MN,-180
BASKETBALL,COLLEGE MENS,UMASS LOWELL,BOSTON UNIVERSITY,n/a,-345,275,UMASS LOWELL,-345
BASKETBALL,COLLEGE MENS,BALL STATE,EVANSVILLE,n/a,-162,136,BALL STATE,-162
BASKETBALL,COLLEGE MENS,EASTERN MICHIGAN,WRIGHT STATE,n/a,180,-218,EASTERN MICHIGAN,180
BASKETBALL,COLLEGE MENS,CSUN,CHICAGO STATE,n/a,-2400,1200,CSUN,-2400
BASKETBALL,COLLEGE MENS,SOUTH ALABAMA,JAMES MADISON,n/a,-110,-110,SOUTH ALABAMA,-110
BASKETBALL,COLLEGE MENS,UNC WILMINGTON,UNC ASHEVILLE,n/a,-270,220,UNC WILMINGTON,-270
BASKETBALL,COLLEGE MENS,UMKC,ETSU,n/a,120,-142,UMKC,120
BASKETBALL,COLLEGE MENS,SOUTHERN ILLINOIS,HIGH POINT,n/a,130,-155,HIGH POINT,-155
BASKETBALL,COLLEGE MENS,HOUSTON,A&M-CORPUS CHRISTI,n/a,"","",HOUSTON,""
BASKETBALL,COLLEGE MENS,EASTERN KENTUCKY,JACKSONVILLE STATE,n/a,-112,-108,JACKSONVILLE STATE,-108
BASKETBALL,COLLEGE MENS,DUQUESNE,UC IRVINE,n/a,230,-285,DUQUESNE,230
BASKETBALL,COLLEGE MENS,ARKANSAS,NORTH CAROLINA A&T,n/a,"","",ARKANSAS,""
BASKETBALL,COLLEGE MENS,NORTH CAROLINA,UCLA,n/a,110,-130,NORTH CAROLINA,110
BASKETBALL,COLLEGE MENS,UNLV,UC RIVERSIDE,n/a,-500,380,UNLV,-500
BASKETBALL,COLLEGE MENS,HARVARD,FURMAN,n/a,114,-135,FURMAN,-135
BASKETBALL,COLLEGE MENS,ARKANSAS STATE,COASTAL CAROLINA,n/a,-1650,950,ARKANSAS STATE,-1650
BASKETBALL,COLLEGE MENS,SOUTH FLORIDA,EAST TEXAS A&M,n/a,-1100,700,SOUTH FLORIDA,-1100
BASKETBALL,COLLEGE MENS,EAST CAROLINA,GARDNER-WEBB,n/a,-440,340,GARDNER-WEBB,340
BASKETBALL,COLLEGE MENS,SOUTHERN MISS,MARSHALL,n/a,145,-175,SOUTHERN MISS,145
BASKETBALL,COLLEGE MENS,PEPPERDINE,UC DAVIS,n/a,105,-125,PEPPERDINE,105
BASKETBALL,COLLEGE MENS,VANDERBILT,AUSTIN PEAY,n/a,"","",VANDERBILT,""
BASKETBALL,COLLEGE MENS,ULM,OLD DOMINION,n/a,-105,-115,OLD DOMINION,-115
BASKETBALL,COLLEGE MENS,COLORADO,BELLARMINE,n/a,"","",COLORADO,""
BASKETBALL,COLLEGE MENS,TULSA,MISSISSIPPI VALLEY,n/a,"","",TULSA,""
BASKETBALL,COLLEGE MENS,BOISE STATE,AIR FORCE,n/a,-6500,2000,BOISE STATE,-6500
BASKETBALL,COLLEGE MENS,TEXAS STATE,GEORGIA SOUTHERN,n/a,-325,260,TEXAS STATE,-325
BASKETBALL,COLLEGE MENS,MOREHEAD STATE,TENNESSEE STATE,n/a,-175,145,MOREHEAD STATE,-175
BASKETBALL,COLLEGE MENS,CREIGHTON,VILLANOVA,n/a,-205,170,CREIGHTON,-205
BASKETBALL,COLLEGE MENS,UMASS,ARIZONA STATE,n/a,370,-485,ARIZONA STATE,-485
BASKETBALL,COLLEGE MENS,NORTHWESTERN,DEPAUL,n/a,-290,235,NORTHWESTERN,-290
BASKETBALL,COLLEGE MENS,ALABAMA A&M,SAMFORD,n/a,750,-1200,SAMFORD,-1200
BASKETBALL,COLLEGE MENS,WASHINGTON STATE,NORTHERN IOWA,n/a,-166,140,WASHINGTON STATE,-166
BASKETBALL,COLLEGE MENS,SOUTHERN UTAH,NORTHERN ARIZONA,n/a,-225,185,NORTHERN ARIZONA,185
BASKETBALL,COLLEGE MENS,ARIZONA,CENTRAL MICHIGAN,n/a,"","",ARIZONA,""
BASKETBALL,COLLEGE MENS,ABILENE CHRISTIAN,TEXAS SOUTHERN,n/a,-440,340,ABILENE CHRISTIAN,-440
BASKETBALL,COLLEGE MENS,PACIFIC,IDAHO,n/a,-198,164,IDAHO,164
BASKETBALL,COLLEGE MENS,PORTLAND,LAFAYETTE,n/a,-180,150,PORTLAND,-180
BASKETBALL,COLLEGE MENS,AUBURN,PURDUE,n/a,-485,370,AUBURN,-485
